name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
The Mudhouse Café - Best Restaurant | Best cafe | Best Dinner,Cafes,"Varanasi, Uttar Pradesh",091511 10601,,4.4,420,"D 54/16, D Ravniketan, Aurangabad Rd, Kamlapati Tripathi Nagar Colony, Sidhgiribagh, Varanasi, Uttar Pradesh 221010",Open · Closes 10:30 pm,"{'latitude': 25.311317, 'longitude': 82.9995033}",0x398e2ffd0f435987:0x2c20ce77bd84ac2f
Cafe 55,Cafes,"Varanasi, Uttar Pradesh",088107 18660,,4.7,387,"520/53-55, Buddha Vihar Colony, 53-56, Cantonment, Varanasi, Uttar Pradesh 221002",Open · Closes 10 pm,"{'latitude': 25.338333799999997, 'longitude': 82.97737409999999}",0x398e2dd25ebb9353:0x7a58402fd88d3f8e
Assi ka Diljeet Cafe,Cafes,"Varanasi, Uttar Pradesh",075749 95722,https://instagram.com/80kadiljeetcafe?igshid=MzNlNGNkZWQ4Mg==,4.7,595,"B1/156, haveli, near hotel, Assi ghat, Shivala, Varanasi, Uttar Pradesh 221005",Open · Closes 11 pm,"{'latitude': 25.2882216, 'longitude': 83.00527389999999}",0x398e31b361360939:0x7ca6add03ba2438
Royal Cafe & Dining : Best Restaurant in Varanasi,Cafes,"Varanasi, Uttar Pradesh",085779 96699,https://royalcafedining.com/,4.6,795,"Shop no 11-14 2nd floor, IP SIGRA Shopping Mall, Guru Nanak Nagar Colony, Chetganj, Varanasi, Uttar Pradesh 221002",Open · Closes 10:30 pm,"{'latitude': 25.3166858, 'longitude': 82.9900538}",0x398e2d76e7ebfd39:0x794ac582da946b7b
Cafe on Woods,Cafes,"Varanasi, Uttar Pradesh",072348 56714,,4.6,254,"B34, 130 12, Brahmanand Colony, Tulsi Manas Mandir Colony, Naria, Varanasi, Uttar Pradesh 221005",Open · Closes 9:30 pm,"{'latitude': 25.2846454, 'longitude': 82.9953243}",0x398e31b3f6a6a9e7:0xae1986d3dbd924bf
"Cafebility, Vinayak Plaza",Cafes,"Varanasi, Uttar Pradesh",070841 11152,,4.4,1191,"Shop No. 09, 2nd Floor, Maldahiya, Chetganj, Varanasi, Uttar Pradesh 221002",Open · Closes 8:30 pm,"{'latitude': 25.3242762, 'longitude': 82.992086}",0x398e2de21e89fb51:0x1c9d41aa50ffe0b
VT Cafe & Temple,Cafes,"Varanasi, Uttar Pradesh",,,4.4,2189,"7X8Q+6R4, Vishwanath Temple Premises Banaras Hindu University Campus, Varanasi, Uttar Pradesh 221005",Open · Closes 7:30 pm,"{'latitude': 25.265507799999998, 'longitude': 82.9895633}",0x398e322bd85f99e9:0xb9b6b8188bd74e3a
TeaQuila Cafe and Bistro,Cafes,"Varanasi, Uttar Pradesh",073185 29790,https://instagram.com/teaquila_c_n_b?igshid=MzNlNGNkZWQ4Mg==,4.1,748,"72Q3+8Q6, Plot No.3336 252A-1A B30, Near Assi Ghat, Dumraon Colony, Varanasi, Uttar Pradesh 221005",Open · Closes 10:30 pm,"{'latitude': 25.287397, 'longitude': 83.0066816}",0x398e31ec528affa7:0x429ec757d9f80313
Cafe Route 65,Cafes,"Varanasi, Uttar Pradesh",080811 53403,,4.9,402,"Sigra - Mahmoorganj Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010",Open · Closes 2 am,"{'latitude': 25.312065, 'longitude': 82.9885881}",0x398e2d3b0631841b:0x6c1fd67b0ad917ac
Flavours Cafe & Bakery,Cafes,"Varanasi, Uttar Pradesh",,https://flavourscafe.com/best-coffee-cafe-in-vanarasi/,4.4,1696,"Swastik Plaza, near ravidas gate, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 10 pm,"{'latitude': 25.281225799999998, 'longitude': 83.0033072}",0x398e311fd573bd73:0x3cdd3ecd4b6776dd
Jyoti Cafe,Cafes,"Varanasi, Uttar Pradesh",093691 41669,,4.7,435,"Shop No.D, 32 2, Dashashwamedh Ghat Rd, near Khalishpura Masjid, Bangali Tola, Varanasi, Uttar Pradesh 221001",Open · Closes 10 pm,"{'latitude': 25.3058375, 'longitude': 83.0087629}",0x398e31e224c665db:0xfc0fca862e7e8c18
Aadha-Aadha Café,Cafes,"Varanasi, Uttar Pradesh",088871 34507,https://aadhaaadhacafe.wixsite.com/varanasi,4.6,735,"D.20/15 Munshi Ghat, near, Dashashwamedh Ghat Rd, Varanasi, Uttar Pradesh 221001",Open · Closes 9 pm,"{'latitude': 25.3053428, 'longitude': 83.0090766}",0x398e31e228fd6bbf:0xdc5c888ddbc02aa3
Mona Lisa Cafe,Cafes,"Varanasi, Uttar Pradesh",094515 57533,,4.1,1155,"Bangali Tola Rd, Pandey Ghat, Bangali Tola, Varanasi, Uttar Pradesh 221001",Open · Closes 10:30 pm,"{'latitude': 25.303376, 'longitude': 83.0071711}",0x398e31e3980d7d95:0xd5f6ff7798b3c976
The Nirvana Cafe,Cafes,"Varanasi, Uttar Pradesh",089572 86736,,4.8,164,"B1/241, Assi Ghat Rd, above Aniket PG, nearby Alok Health Care, Shivala, Varanasi, Uttar Pradesh 221005",Opens soon · 11:30 am,"{'latitude': 25.2885904, 'longitude': 83.0045815}",0x398e31022f309bbf:0xc563ae0bc5e92838
Bunny Cafe Varanasi,Cafes,"Varanasi, Uttar Pradesh",081273 07408,,4.6,369,"D24/29AS, Pandey Ghat, Bangali Tola, Varanasi, Uttar Pradesh 221001",Opens soon · 11:30 am,"{'latitude': 25.3040694, 'longitude': 83.0081794}",0x398e31e3c65d6205:0xe3f676b060e67428
namo cafe,Cafes,"Varanasi, Uttar Pradesh",087378 16779,,4.7,477,"K 25/1 A, Ramghat, Gola Gali, sut tola, Govindpura, Varanasi, Uttar Pradesh 221001",Open · Closes 9 pm,"{'latitude': 25.3137431, 'longitude': 83.0158842}",0x398e2fba4c697b3b:0xd10654590a854dca
Sharda Global Events Pvt. Ltd,Event Management Companies,"Varanasi, Uttar Pradesh",,https://shardaglobalevents.com/,4.9,113,"Second floor Flat no. 4, Excel tower, PWD Office Rd, Varuna Bridge, Nadesar, Varanasi cantonment, Varanasi, Uttar Pradesh 221002",Open · Closes 6 pm,"{'latitude': 25.338541, 'longitude': 82.9837457}",0x398e317e34a58de7:0x726e77528c2b50b9
VARAD Eventz,Event Management Companies,"Varanasi, Uttar Pradesh",072758 79679,,4.9,93,"Sonia Rd, Naipokhari, Sigra, Varanasi, Uttar Pradesh 221002",Open 24 hours,"{'latitude': 25.3148153, 'longitude': 82.99433379999999}",0x398e2df7c086fe51:0xc80993768d990144
pg events,Event Management Companies,"Varanasi, Uttar Pradesh",095191 35666,,5,158,"3rd Floor, B, Barhar Kothi, Nandi Chauraha, 27/70, Durgakund Rd, above Woodland/PUMA Showroom, Gurudham, Durgakund, Anandbagh, Chauraha, Varanasi, Uttar Pradesh 221005",Open · Closes 7:30 pm,"{'latitude': 25.2911052, 'longitude': 82.999456}",0x398e2de1d780691b:0x55d6bd94ff85a3db
Bluebuds Event Management LLP,Event Management Companies,"Varanasi, Uttar Pradesh",099354 74222,http://instagram.com/bluebuds.in,4.9,36,"Building No, Flat 21, A-1, Patel Nagar, Mint House Colony, Cantonment, Varanasi, Uttar Pradesh 221002",Open · Closes 7 pm,"{'latitude': 25.334613899999997, 'longitude': 82.9856439}",0x398e312b514a1f4b:0x2dfc58f7bf9cbf4d
Bull Events Management Pvt Ltd,Event Management Companies,"Varanasi, Uttar Pradesh",098398 00004,https://www.thebullwedding.com/,4.5,77,"Arazi No:- 128-K, Bull House, Bull Events, Premchand Smarak Rd, near Munshi, Lamhi, Varanasi, Uttar Pradesh 221007",Open · Closes 6:30 pm,"{'latitude': 25.3801415, 'longitude': 82.98816269999999}",0x398e2daf0ea7a4e3:0x27f984ca34ff41f1
Don't Worry Events,Event Management Companies,"Varanasi, Uttar Pradesh",070071 42647,https://dontworryevents.com/,4.7,130,"petrol pump, B-38/9/M-7 shahi tower 4th floor Ragunath nagar colony Mahmoorganj petrol pump Shahi tower, near Mahmoorganj, near Moonshiner Restaurant Building, Varanasi, Uttar Pradesh 221010",Open · Closes 7 pm,"{'latitude': 25.303518, 'longitude': 82.9815438}",0x398e3374839245dd:0x8c78aaeac519e27f
Event Mantra,Event Management Companies,"Varanasi, Uttar Pradesh",091401 63194,https://eventmantra.in/,5,58,"Shastri Nagar, Sigra, Varanasi, Uttar Pradesh 221002",Open · Closes 8 pm,"{'latitude': 25.3152425, 'longitude': 82.98951869999999}",0x398e2dfa13b00b3f:0xe111bde545b08e92
INICIA EVENTS,Event Management Companies,"Varanasi, Uttar Pradesh",099366 73185,http://www.iniciaevents.com/,4.8,50,"B-32/21, Sankatmochan Saket Nagar Rd, near Sitla Mata Mandir, Saket Nagar Colony, Sankata Mochan Leprosy, Varanasi, Uttar Pradesh 221005",Open · Closes 7 pm,"{'latitude': 25.281858, 'longitude': 82.9980388}",0x398e31005b3a7071:0xbcecfd517ce7562d
The Golden Fox,Event Management Companies,"Varanasi, Uttar Pradesh",079054 66024,,4.9,45,"D3K D1, D 59/235, Lane Number 10, Nirala Nagar, Jai Prakash Nagar, Mahmoorganj, Varanasi, Uttar Pradesh 221010",Open · Closes 8 pm,"{'latitude': 25.3105552, 'longitude': 82.97873709999999}",0x398e2d6ddc239deb:0x6464bb3cf80747ef
Kashivasi Event And Wedding Planner,Event Management Companies,"Varanasi, Uttar Pradesh",091614 80381,,5,251,"N 14/49, Khojwan Rd, Krishna Dev Nagar Colony, Sarai Nandan, Nagwa, Varanasi, Uttar Pradesh 221010",Open 24 hours,"{'latitude': 25.2857281, 'longitude': 82.987366}",0x398e335699d3d3d5:0x63e186a268861bbb
Wedlife Event Management Company,Event Management Companies,"Varanasi, Uttar Pradesh",089578 78835,https://wedlife.in/,5,20,"Chhataripur, Varanasi, Uttar Pradesh 221003",Open 24 hours,"{'latitude': 25.362352599999998, 'longitude': 82.9492927}",0x398e2d0070f45ff9:0x24edf53874e1e7e9
Balaji Event Organization,Event Management Companies,"Varanasi, Uttar Pradesh",095555 08792,https://balajieventorganization.com/,5,35,"Len no. 10, Mohanpuri Colony, Newada, Varanasi, Uttar Pradesh 221005",Open · Closes 7 pm,"{'latitude': 25.2698017, 'longitude': 82.9766027}",0x398e31d4ccb3b1b1:0x9c1b280c811cf55
magic touch events,Event Management Companies,"Varanasi, Uttar Pradesh",083820 44997,https://magic-touch-events.grexa.site/,5,147,"C9/207 Second Floor,Hathua Market, near Syndicate Bank, Chetganj, Varanasi, Uttar Pradesh 221002",Open 24 hours,"{'latitude': 25.3214799, 'longitude': 82.99848}",0x398e2f5222090d97:0x7a0203d94ea3fb0e
Moonwalk Events,Event Management Companies,"Varanasi, Uttar Pradesh",096961 36911,https://www.moonwalkevent.com/,4.4,204,"B34/146 A-4 K-1 Sarainandan, opposite Ramleela field, Khojwan, Dashmi, Varanasi, Uttar Pradesh 221005",Open 24 hours,"{'latitude': 25.2863926, 'longitude': 82.98846619999999}",0x398e33b8e751e59d:0x72d3f8314c1c387b
The Aries Events,Event Management Companies,"Varanasi, Uttar Pradesh",070004 59131,,4.9,82,"Maldhaiya, S-17/331C, Vijay Nagar Colony, Chetganj, Varanasi, Uttar Pradesh 221002",Open · Closes 9 pm,"{'latitude': 25.3270689, 'longitude': 82.99188199999999}",0x3bc2b982f928fe11:0xa351dd914acf5c5d
Vivid Creations,Event Management Companies,"Varanasi, Uttar Pradesh",098390 45978,http://vividcreation.in/,4.9,54,"Flat No. 603, Block - A, Virat MS, Manduwadih, Varanasi, Uttar Pradesh 221103",Open 24 hours,"{'latitude': 25.3042894, 'longitude': 82.96762989999999}",0x398e326d77b8d91f:0x82958973877f9ed8
Grand Event Organiser,Event Management Companies,"Varanasi, Uttar Pradesh",094157 77965,,5,23,"The Real Events Creations, Luxa, Varanasi, Uttar Pradesh 221010",Open 24 hours,"{'latitude': 25.3082323, 'longitude': 83.0011269}",0x398e2fdeb7a1df43:0xea34093651f69e61
"""AA Events Decoration"" | Best Event Management Company In Varanasi",Event Management Companies,"Varanasi, Uttar Pradesh",070846 98367,https://wa.link/3eafc8,5,3,"Panchwati Road, near by Ramnagar Chowk, Rattapur, Sultanpur, Ramnagar, Varanasi, Uttar Pradesh 221008",Open 24 hours,"{'latitude': 25.2696696, 'longitude': 83.0309419}",0x398e3196c637fb99:0x23605c21f955240c
The Event Planner,Event Management Companies,"Varanasi, Uttar Pradesh",093076 33153,,5,29,"The Mall Rd, Varanasi cantonment, Varanasi, Uttar Pradesh 221002",Open · Closes 7 pm,"{'latitude': 25.3370811, 'longitude': 82.9778364}",0x398e2db42de24301:0x379b3b5e7b186b03
SJ Royal Events,Event Management Companies,"Varanasi, Uttar Pradesh",070527 28186,,4.9,34,"Nawabganj, Durgakund, Jawahar Nagar Colony, Bhelupur, Varanasi, Uttar Pradesh 221005",Open · Closes 11 pm,"{'latitude': 25.2903664, 'longitude': 82.9967132}",0x398e3163f9030d49:0xfb4b58066fc92a7c
The Golden Palace Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",075219 69696,https://thegoldenpalacevns.com/,4.8,3262,"Highway near , (B, Narayanpuri-Dafi NH 19, H.U, Lanka, Varanasi, Uttar Pradesh 221011",,"{'latitude': 25.2461286, 'longitude': 82.9836596}",0x398e33003f49dbc1:0x6025f923b90ab98c
Shree Nandgaon Banquet Hall,Banquet Halls,"Varanasi, Uttar Pradesh",093369 66619,,4.5,1493,"Sarnath Rd, opposite jeevan jyoti school, Mavaiya, Sarnath, Varanasi, Uttar Pradesh 221007",Open · Closes 8 pm,"{'latitude': 25.363435199999998, 'longitude': 83.0188751}",0x398e2ef3c610092d:0xb63abc45f5b6c9e2
Saroja Palace,Banquet Halls,"Varanasi, Uttar Pradesh",091409 87224,,4.3,762,"C 26, 1-A, Sant Kabir Rd, Near Jai Hanuman Mandir, Near Piplani Katra, Piplani Katra, Kotwali, Varanasi, Uttar Pradesh 221001",Open · Closes 8 pm,"{'latitude': 25.322011999999997, 'longitude': 83.0045387}",0x398e2e11d29ac915:0x255b8c9c22eec0e0
Ananta convention,Banquet Halls,"Varanasi, Uttar Pradesh",075220 00961,https://anantaconvention.com/,4.4,266,"Madan Mohan Malviya Rd, Ashapur Chauraha, Asapur, Varanasi, Uttar Pradesh 221007",Open · Closes 7 pm,"{'latitude': 25.3601332, 'longitude': 83.025444}",0x398e2f32cc03c1f1:0xe0ca5f90b6e36a89
Swastik Upawan | Best Banquet Hall in Varanasi | Best Wedding Hall in Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",098399 66338,,3.8,183,"Chunar Rd, Baraipur, Mohanpuri Colony, Chitaipur, Varanasi, Kandwa, Uttar Pradesh 221106",Open · Closes 8 pm,"{'latitude': 25.2655809, 'longitude': 82.966066}",0x398e324eb4652d6b:0xb54dbb9109dfbf8a
Maa Durga Vatika | Banquet Hall & Lawn in Varanasi | Wedding Hall in Varanasi | Marriage Hall in Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",085428 48979,http://maadurgavatika.in/,4.6,243,"Harahua Bazar, Babatpur, Airport Road, Varanasi, Uttar Pradesh 221105",Open · Closes 8 pm,"{'latitude': 25.3841239, 'longitude': 82.90465859999999}",0x398e322fffffffff:0x98720c7c520cb6e3
Ac Mannat Banquet Hall- In Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",096829 90886,,4.8,27,"C25, 1, Ramkatora Rd, near SHAH NURSING HOME, Ramkatora, Piplani Katra, Jaitpura, Varanasi, Uttar Pradesh 221001",Open 24 hours,"{'latitude': 25.3238874, 'longitude': 83.00382859999999}",0x398e2fa457eb28cb:0x6853994ffb338188
Grand Sapphire AC Banquet Hall : Best Banquet Hall in Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",,,4.8,4,"Grand Sapphire AC Banquet Hall, New Colony, Tilmapur, Ashapur Neelkanth House, Tilmapur, Asapur, Varanasi, Uttar Pradesh 221007",Open · Closes 9 pm,"{'latitude': 25.3640035, 'longitude': 83.0376484}",0x398e2fa8e2f5077b:0xe04f3d16f53ec2ab
"Diamond Crown - Best Banquet Hall In Varanasi , Wedding Venue , Birthday Celebration , Parties & Family Functions",Banquet Halls,"Varanasi, Uttar Pradesh",094152 02877,,4.2,41,"Gokul Nagar, DLW Colony, Bhullanpur, Varanasi, Bhikharipur Kala, Uttar Pradesh 221004",Open 24 hours,"{'latitude': 25.2762894, 'longitude': 82.9600924}",0x398e338a3c6b2be5:0xb7901c4c7e3848da
Heritage Palace,Banquet Halls,"Varanasi, Uttar Pradesh",070819 99988,,4.4,273,"Cotton Mill Compound, Sanjay Ghandhi Nagar Colony, Chaukaghat, Varanasi, Uttar Pradesh 221002",Open · Closes 7 pm,"{'latitude': 25.3330694, 'longitude': 83.0039869}",0x398e2fe76b5bfb0d:0x71641db29be1bdf3
SHUBHLAGNAM BANQUETS,Banquet Halls,"Varanasi, Uttar Pradesh",,,4.1,258,"21, 118, Parade Kothi Rd, Pared Kothi, Subhash Nagar, Vijay Nagar Colony, Chetganj, Varanasi, Uttar Pradesh 221002",Open · Closes 10 pm,"{'latitude': 25.3262398, 'longitude': 82.9914015}",0x398e2de1bc92d973:0xdcc9863b001d7206
VARANASI BANQUET HALL,Banquet Halls,"Varanasi, Uttar Pradesh",,http://www.hotelmidcity.co.in/,5,3,"D 46, 7, Luxa Rd, Sidhgiribagh, Varanasi, Uttar Pradesh 221010",Open 24 hours,"{'latitude': 25.3084286, 'longitude': 82.99955419999999}",0x398e2f391636513d:0x268315979cffa442
Rani Bagh Banquet,Banquet Halls,"Varanasi, Uttar Pradesh",096511 51787,https://jsdl.in/RSL-BLC1769610887,4.7,69,"Varanasi Ring Rd, Bariyasanpur, Varanasi, Uttar Pradesh 221112",,"{'latitude': 25.3794075, 'longitude': 83.0643073}",0x398e2f9e50e41d5d:0x396b601e2da48f3f
Aalishan Palace -Best Marriage Lawn and Best Banquet Hall in Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",087568 88840,https://linktr.ee/aalishanzaika,4.4,68,"road, Marhauli, Manduwadih, Varanasi, Maruadih Rly. Settlement, Uttar Pradesh 221108",,"{'latitude': 25.3008451, 'longitude': 82.957197}",0x398e335d7479d187:0xb417dfc0bfa013d7
Milan Palace Banquet Hall,Banquet Halls,"Varanasi, Uttar Pradesh",090443 32479,,4.3,43,"Sona Talab, Milanpalace, Panchkoshi Rd, near Saint Mary School, Varanasi, Uttar Pradesh 221007",Open · Closes 8 pm,"{'latitude': 25.350068, 'longitude': 83.01723539999999}",0x398e2fc550965b65:0x3722c70b8e2d2c80
Sampanna Lawn & Banquet,Banquet Halls,"Varanasi, Uttar Pradesh",063900 00317,,4.1,180,"52, Daulatpur Rd, Lalpur Pandeypur, Akatha, Majhbhitiyan, Varanasi, Hasimpur, Uttar Pradesh 221002",Open · Closes 8 pm,"{'latitude': 25.3659563, 'longitude': 82.9954314}",0x398e2fa5b5d140cb:0xcbb204294e01d167
Kanhaiya Vilas,Banquet Halls,"Varanasi, Uttar Pradesh",,,4.5,393,"9248+QQP, Chakvihi, Ganpathi Nagar, Paharia, Varanasi, Uttar Pradesh 221007",Open · Closes 8:30 pm,"{'latitude': 25.3569674, 'longitude': 83.01696559999999}",0x398e2ef50bf3edab:0xf9449f95f4763a1d
Shree Mahesh Seva Sansthan- Maheshwari Bhawan Varanasi,Banquet Halls,"Varanasi, Uttar Pradesh",089578 85714,,4.1,764,"Manduwadih Rd, Tulsipur, Mahmoorganj, Varanasi, Uttar Pradesh 221010",,"{'latitude': 25.3009134, 'longitude': 82.9762736}",0x398e320bf916ef87:0x50392e021a91001
HOTEL MADHUVAN PALACE,Banquet Halls,"Varanasi, Uttar Pradesh",0542 230 0275,http://www.madhuvanpalace.co.in/,4,3429,"N10/75 KM, DLW Rd, Near DLW Gate, Bajardiha, Varanasi, Uttar Pradesh 221106",,"{'latitude': 25.2872749, 'longitude': 82.9693832}",0x398e326ba1eaaaab:0xffcd68a0ed1b9d
Kameshwar palace A.C. Banquet Hall,Banquet Halls,"Varanasi, Uttar Pradesh",087380 34394,,4.3,181,"Narayani Vihar Colony, Mohanpuri Colony, Newada, Varanasi, Uttar Pradesh 221106",Open · Closes 8 pm,"{'latitude': 25.2679117, 'longitude': 82.9689722}",0x398e33128a1a1057:0xbb393b473efc2263
Charvik Real Estate Pvt. Ltd.,Real Estate Agencies,"Varanasi, Uttar Pradesh",083184 18788,https://www.charvikrealestate.com/,5,94,"First Floor, Charvik, Real Estate Building, Kandwa Rd, Chandrama Nagar, Chitaipur, Varanasi, Uttar Pradesh 221106",Open · Closes 6 pm,"{'latitude': 25.2698197, 'longitude': 82.9642296}",0x398e33a05dbfb6a5:0x8a549a65e9472d4d
My Kirayedaar | Property Dealer | Property Consultant,Real Estate Agencies,"Varanasi, Uttar Pradesh",082992 90374,http://www.mykirayedaar.com/,4.3,31,"D. 58/19, A-3, Nagar Nigam Rd, Sigra, Varanasi, Uttar Pradesh 221002",Open · Closes 6 pm,"{'latitude': 25.3113969, 'longitude': 82.9879388}",0x398e2e011addf2ed:0xe4bfb1b44d716fe3
Lalwani Property Dealer,Real Estate Agencies,"Varanasi, Uttar Pradesh",093369 10908,http://www.lalwaniproperties.com/,4.4,72,"first floor, D 58/12-A-46-M Flat No, B -1, Gandhi Nagar, Sigra, Varanasi, Uttar Pradesh 221010",Closed · Opens 12 pm,"{'latitude': 25.31148, 'longitude': 82.9902244}",0x398e2ddc1bfe5a37:0x4c10c542ddc01216
Rudraksh Property Dealer,Real Estate Agencies,"Varanasi, Uttar Pradesh",089575 63804,https://rudrakhsaproperties.in/,4.5,44,"Sigra Chauraha Rd, near Handloom House Shop, opposite Viswanath Card Building, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002",Closed · Opens 12 pm,"{'latitude': 25.313397199999997, 'longitude': 82.9888893}",0x398e2dfc175bb785:0xfb3b882096667fe8
Banaras Property,Real Estate Agencies,"Varanasi, Uttar Pradesh",077060 00288,http://banarasproperty.com/?utm_source=gmb&utm_medium=referral,4.9,120,"Shree Vinayakam Apartment, Tarna, Shivpur, Varanasi, Uttar Pradesh 221003",Open · Closes 6 pm,"{'latitude': 25.3604831, 'longitude': 82.9360227}",0x398e2dfebdf00001:0x94a8d1147cafba27
Varanasi Property Solution,Real Estate Agencies,"Varanasi, Uttar Pradesh",079853 18026,,4.9,30,"opposite Triloki Petrol Pump, Maduadih, Manduwadih, Shivdaspur, Varanasi, Uttar Pradesh 221103",Open 24 hours,"{'latitude': 25.3042894, 'longitude': 82.96762989999999}",0x398e33fc8f5c7eb1:0x77b73f588d0f0c
Singh Property Dealer,Real Estate Agencies,"Varanasi, Uttar Pradesh",099188 50307,,4.6,170,"Saket Nagar Colony, Lanka, Varanasi, Uttar Pradesh 221005",Open · Closes 7 pm,"{'latitude': 25.2814092, 'longitude': 82.99786259999999}",0x398e318b7aaaaac7:0xc46731f002bee9aa
"BhooVikas Properties - Best Real Estate in Varanasi | Plots, Flats/Duplex, Shop & House in Banaras | Property Sales & Rentals",Real Estate Agencies,"Varanasi, Uttar Pradesh",084230 66754,,5,17,"Plot no. 48, 1st Floor, Lane no. 3, Bhakti Nagar Colony, near deah baba mandir, Pandeypur, Varanasi, Uttar Pradesh 221002",Open · Closes 8 pm,"{'latitude': 25.3646398, 'longitude': 82.9985258}",0x398e2f256471f05d:0x953960a1ab5300e0
Mylandspace Realways,Real Estate Agencies,"Varanasi, Uttar Pradesh",078977 72228,https://www.mylandspace.com/,4.9,62,"Plot no 399 Nai basti, Manduwadih, Shivdaspur, Varanasi, Uttar Pradesh 221103",Open 24 hours,"{'latitude': 25.3055707, 'longitude': 82.9696172}",0x398e337880d0ab31:0x84d0728dd0ffbc26
Satyam Property - Property Rent & Buy - Best Real Estate Agents | Property Advisor | Real Estate Dealers in Varanasi,Real Estate Agencies,"Varanasi, Uttar Pradesh",094158 20800,,3.3,45,"D58/16, 51A, Sonia Rd, Sigra, Varanasi, Uttar Pradesh 221002",Open · Closes 7:30 pm,"{'latitude': 25.3135466, 'longitude': 82.99002519999999}",0x398e2dfdf7906923:0xd458aac2b7afa6b0
The karobaar,Real Estate Agencies,"Varanasi, Uttar Pradesh",094506 50249,,4.8,49,"Plot no.4, Gurudham Colony, Jawahar Nagar Colony, Bhelupur, Varanasi, Uttar Pradesh 221005",Open · Closes 6 pm,"{'latitude': 25.2933894, 'longitude': 82.9946568}",0x398e31d8636fbd55:0xb4afed382f6ff180
Varanasi Property Dealer | Best Property Dealer in Varanasi,Real Estate Agencies,"Varanasi, Uttar Pradesh",098395 77064,http://www.varanasipropertydealer.com/,3.4,29,"D58/16, 51 A, Sonia Rd, near Hanuman Mandir, Sigra, Varanasi, Uttar Pradesh 221010",Open · Closes 8 pm,"{'latitude': 25.313771199999998, 'longitude': 82.9899354}",0x398e2dfeb9400477:0xe64bfb8b7714029e
